GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRMCS,G18USSDSIN,G18USSGGRE,G18USSOWRI,G18GOVRDUC,G18GOVDGAR,G18GOVGTOR,G18GOVOWRI,G18SOSRGAY,G18SOSDHOB,G18SOSOWRI,G18ATGRBRN,G18ATGDCON,G18ATGOWRI,G18TRERYEE,G18TREDMAN,G18TREOWRI,G18SPIRRIG,G18SPIDHOF,G18SPIOWRI,G18MNIRHAR,G18MNIDPIE,G18MNIOWRI
04013000666,04,013,000666,2168.36,1271.21,19.74,3.95,2453.59,973.15,24.67,4.93,2190.07,1218.9,2.96,2234.49,1159.68,1.97,2328.25,1048.16,0.99,2114.08,1221.86,0,2212.77,1063.95,1.97
04013000667,04,013,000667,262.3,489.9,16.48,1.39,328.83,421.6,13.09,3.77,267.46,483.97,2.39,298.41,449.63,1.97,314.09,426.86,0.58,250.43,494.97,0.58,281.84,447.27,0.58
04013000668,04,013,000668,845.11,481.49,21.98,1,926.03,389.59,29.97,1,829.13,487.49,1,890.06,431.55,0,913.04,385.59,1,809.15,498.48,1,843.11,441.54,0
04013000669,04,013,000669,1537.68,947.74,38.96,7.21,1701.12,777.96,34.86,3.18,1558.78,906.41,1.15,1611.45,853.46,2.27,1658.88,772.88,1.08,1480.36,957.09,5,1534.81,815.94,0.29
04013000670,04,013,000670,270.03,1104.82,38.34,0.03,340.14,1018.58,50.66,0,296.94,1085.69,0.02,293.07,1086.64,2.87,318.02,1053.12,0.01,272.13,1101.9,3.82,278.83,1064.59,2.87
04013000671,04,013,000671,548.16,258.74,34.21,2.03,631.59,191.23,21.22,1.01,575.24,255.74,3,578.21,247.77,5.03,590.34,224.61,2,545.01,269.86,3.02,551.07,253.77,2.02
04013000672,04,013,000672,1576.77,1128.35,63.23,11.67,1825.79,888.09,54.47,5.84,1612.76,1101.12,3.89,1685.72,1011.63,4.86,1730.46,929.92,1.95,1529.11,1115.71,14.59,1608.87,1004.82,3.89
04013000673,04,013,000673,71.14,47.47,1.88,0.18,82.98,35.44,2.5,0.08,74.35,43.45,0.1,77.35,40.12,0.13,75.97,40.44,0,68.89,47.28,0.12,71.78,41.47,0.05
04013000674,04,013,000674,1056.27,717.87,31.3,3.91,1167.77,615.18,24.45,3.91,1035.73,731.56,1.96,1098.33,662.12,2.93,1137.45,606.38,1.96,966.29,784.38,2.93,1052.36,646.48,1.96
04013000675,04,013,000675,126.9,383.68,26.98,0,189.84,321.73,23.98,2,144.88,379.69,2,156.87,358.7,5,171.86,339.72,2,132.89,375.69,0,138.89,356.71,0
04013000676,04,013,000676,1221.17,761.49,26.66,0.99,1466.22,508.68,28.54,0.98,1270.09,714.59,0.99,1287.8,665.56,4.93,1328.04,615.47,0.99,1234.75,693.14,2.94,1277.86,614.7,2.94
04013000677,04,013,000677,2013.93,1589.36,66.07,7.01,2343.69,1259.57,58.1,4,2079.77,1513.31,2,2127.13,1450.95,8.98,2205.29,1333.53,2,2017.43,1502.62,3,2031.73,1395,8.98
04013000678,04,013,000678,129,714,27,2,201,650,25,0,160,699,1,171,678,2,186,661,1,150,703,1,165,667,3
04013000679,04,013,000679,3613.72,2444.21,87.95,6.92,4108.17,1939.9,77.08,2.97,3604.89,2389.91,6.91,3825.84,2174.89,4.95,3921.67,2006.97,1.98,3481.28,2435.52,3.95,3670.84,2104.75,6.93
04013000680,04,013,000680,109.95,376.1,29.06,1.81,173.52,318.86,22.7,0.91,135.34,370.65,0.01,146.25,358.82,0.92,159.8,341.64,1.82,128.06,374.28,0.01,134.46,356.99,0.92
04013000681,04,013,000681,602,1437,49,5,796,1225,51,0,659,1370,1,691,1333,1,749,1248,2,607,1376,1,665,1286,2
04013000682,04,013,000682,239,1113,46,2,344,997,54,2,274,1095,1,271,1094,1,305,1049,0,260,1096,1,267,1067,2
04013000683,04,013,000683,383.4,468.93,24.44,3.14,503.67,356.56,19.16,0.1,420.45,441.1,0.12,449.81,407.9,0.12,468.76,376.27,0.12,383.51,450.24,0.1,409.66,403.7,0.1
04013000684,04,013,000684,553.98,2583.54,68.9,7.7,761,2350.97,80.81,4,599.33,2562.59,3.7,657.89,2476.88,6.7,727.29,2378.88,3,587.53,2536.53,2.75,643.38,2406.43,14.1
04013000685,04,013,000685,3900.79,2485.61,120.04,10,4398.9,1984.51,107.03,9,3972.81,2377.61,11,4084.83,2232.59,13,4199.84,2062.57,5,3784.78,2451.62,5,3892.79,2189.58,8
04013000686,04,013,000686,385,1205,39,1,498,1093,34,0,408,1188,0,452,1135,1,479,1098,1,387,1186,0,413,1125,0
04013000687,04,013,000687,85.42,122.03,10.33,0.94,116.4,92.93,9.39,1.88,94.81,116.4,2.82,102.32,110.77,1.88,100.44,112.64,0.94,93.87,121.09,0,95.75,116.4,0.94
04013000688,04,013,000688,1099,761,39,5,1250,616,39,0,1119,747,2,1155,689,2,1208,640,1,1080,744,11,1128,660,0
04013000689,04,013,000689,436,717,44,2,535,610,41,1,447,711,2,482,662,0,490,642,0,422,712,2,462,647,1
04013000690,04,013,000690,964.27,1110.24,89.02,3,1234.31,859.2,65.01,3,1008.29,1100.23,1,1103.3,989.21,4,1119.31,950.2,3,989.27,1090.23,1,1058.28,965.2,3
04013000691,04,013,000691,437.51,537.18,16.94,2.99,515.25,459.44,16.94,1,454.46,517.24,1,465.42,493.32,1.99,490.34,463.43,0,433.53,518.24,1,444.49,478.38,0
04013000692,04,013,000692,857,1130,43,3,1029,939,56,5,898,1094,2,930,1046,3,971,985,0,833,1102,11,863,1022,0
04013000693,04,013,000693,526.15,1010.62,57.67,3.02,684.65,851.78,43.97,0.04,564.72,984.66,2.04,588.29,951.96,4.15,619.82,910.23,4.15,535.59,1001.68,5.09,571.92,916.67,6.04
04013000694,04,013,000694,337.69,764.67,47.72,4.01,426.15,677.27,41.32,3.91,370.35,745.96,5.85,402,724.07,3.27,405.28,714.53,0.09,355.38,754.2,2.03,366.48,732.08,1.11
04013000695,04,013,000695,465.33,665.05,37.95,0,549.21,585.16,31.95,0,478.31,676.03,0,486.3,658.06,0,523.25,614.12,0,465.33,670.04,0,473.32,639.08,0
04013000696,04,013,000696,666,700,25,2,801,566,22,4,678,683,0,728,634,0,755,587,0,641,694,1,704,592,0
04013000697,04,013,000697,505,1125,43,0,626,992,42,2,528,1102,1,554,1065,3,600,997,4,496,1107,4,543,1008,1
04013000698,04,013,000698,624,1195,47,6,800,1009,42,7,669,1140,3,695,1090,5,758,1005,2,600,1173,5,690,1030,4
04013000699,04,013,000699,924.35,1021.96,55.5,4.78,1096.59,848.76,44.97,3.83,950.19,1004.73,4.78,998.99,942.53,7.66,1041.09,888.95,2.87,896.6,1015.26,1.91,953.06,925.31,13.4
04013000700,04,013,000700,223.38,94.96,0.13,0,234.37,79.87,3.1,0.04,227.84,87.5,1,233.86,80.32,1,225.06,86.06,0,215.42,93.63,0,218.61,87.07,0
04013000701,04,013,000701,2626.78,1777.51,44.23,1.03,3018,1377.31,45.19,3.02,2676.81,1702.53,1.01,2736.82,1607.54,1.04,2841.98,1454.27,2.02,2563.63,1722.57,2.02,2666.64,1486.36,3.02
04013000702,04,013,000702,980.4,1247.07,80.88,4.1,1215.22,1018.13,69.19,4.07,1037.36,1214.1,11.93,1080.18,1169.92,7.02,1129.96,1086.96,4.13,978.71,1243.94,5.97,1025.51,1154.22,7.02
04013000703,04,013,000703,999,787,61,2,1145,645,50,3,991,789,0,1057,737,3,1105,662,0,920,851,2,1017,688,1
04013000704,04,013,000704,3342.76,1695.27,90.33,9.92,3714.56,1322.43,86.31,10.96,3377.57,1635.81,4.97,3413.24,1585.26,8.95,3491.56,1458.37,3.96,3179.24,1732.88,15.85,3309.08,1529.74,3.96
04013000705,04,013,000705,1169.87,1656.58,26.27,2.01,1427.72,1381.68,30.26,7.02,1223,1565.43,4.02,1335.27,1459.15,5.02,1398.61,1340.59,1.01,1158.59,1580.62,1,1248.99,1395.94,8.02
04013000706,04,013,000706,1215.73,1026.29,37.11,5.86,1401.26,817.32,48.82,1.95,1235.26,987.23,3.91,1307.52,904.23,0,1347.55,835.87,0.98,1168.85,1014.57,3.91,1253.81,872,0.98
04013000707,04,013,000707,623.58,1577.73,81.04,3.27,766.31,1443.3,64.94,5.14,639.37,1591.71,4.15,664.09,1553.88,4.38,710.55,1485.74,1.18,630.12,1570.11,3.28,633.52,1527.18,3.26
04013000708,04,013,000708,868.78,1286.17,46.21,3.02,1043.46,1092.47,49.24,3.01,879,1267.06,4,937.15,1206.87,3.01,993.32,1107.64,2.01,833.79,1265.11,3.01,907.06,1147.72,1.01
04013000709,04,013,000709,467.92,204.86,13.05,1,520.04,155.74,10.04,1,476.93,184.85,1,491.96,168.82,0.01,494,159.75,0,446.87,194.85,3.01,464.92,176.8,0
04013000710,04,013,000710,177,525,34,1,225,484,25,0,184,534,3,188,529,3,205,506,2,176,533,1,187,505,1
04013000711,04,013,000711,488,659,29,2,607,541,18,2,508,641,0,544,601,1,571,548,0,492,623,2,503,588,0
04013000712,04,013,000712,369,1020,62,6,531,870,53,0,411,1003,6,434,975,8,480,921,2,402,999,4,410,944,6
04013000713,04,013,000713,2028.35,1826.97,115.25,11.07,2396.4,1439.99,111.25,4.13,2128.11,1756.84,6.08,2201.25,1670.23,8.05,2241.95,1596.19,5.05,2056.48,1762.09,3.1,2105.01,1639.63,5.08
04013000714,04,013,000714,3204.32,1918.26,71.12,2.96,3564.87,1563.64,56.31,6.91,3208.28,1859.98,0.99,3308.05,1731.57,7.9,3408.8,1571.55,2.96,3062.08,1908.39,0.99,3181.6,1617,4.94
04013000715,04,013,000715,1159.93,829.09,31.58,1.8,1298.9,681.1,30.68,0.9,1153.65,814.66,0.9,1196.04,766.85,0.9,1227.63,713.62,0.9,1100.45,830.89,4.51,1158.14,721.76,0
04013000716,04,013,000716,1692,1018,44,4,1954,751,46,2,1729,982,1,1847,864,1,1852,807,2,1658,999,1,1753,826,2
04013000717,04,013,000717,744.98,1386.66,45.5,2.02,954.57,1163.96,50.45,4.03,787.15,1329.66,4,848.47,1265.27,4.01,880.26,1204.32,2.99,765.85,1327.47,2.04,780.43,1245.41,1.99
04013000718,04,013,000718,733,859,68,2,897,706,50,1,761,859,2,796,813,3,832,766,1,723,874,2,767,792,4
04013000719,04,013,000719,240.81,941.35,41.79,5.97,343.3,852.79,26.87,1,282.6,929.41,3.98,272.65,928.42,2.99,304.5,896.57,2.99,278.62,929.41,1.99,284.59,902.54,2.99
04013000720,04,013,000720,349.36,2041.57,84.36,6.95,509.15,1860.93,54.59,5.95,375.16,2000.88,4.96,422.8,1965.15,6.95,473.42,1876.81,8.93,358.29,1981.03,6.95,397,1889.72,9.92
04013000721,04,013,000721,922.83,692.12,44.56,4.95,1019.87,597.07,40.6,3.96,933.72,682.22,5.94,981.25,632.71,8.91,998.08,591.13,2.97,856.49,736.68,3.96,931.74,630.73,3.96
04013000722,04,013,000722,2475.95,2212.74,34.02,4,2880.1,1772.58,41.02,3,2474.95,2089.7,1,2620.98,1957.67,3,2706.03,1777.6,2,2337.9,2095.71,2,2430.94,1827.62,5
04013000723,04,013,000723,293.14,161.21,12.5,1.14,316.5,134.69,8.77,3.92,302.95,159.21,1.07,304.71,156.07,2.09,308.79,149.95,0.09,290.2,157.96,0.06,295.3,152.95,0.08
04013000724,04,013,000724,1514.77,1114.64,35.36,4.1,1668.37,927.9,46.19,3.04,1494.65,1081.79,2.1,1569.03,1016.5,5.07,1629.51,901.9,6.03,1421.71,1115.51,4.06,1494.62,972.41,8.1
04013000725,04,013,000725,124.38,879.64,32.84,1,188.07,827.9,21.89,1,139.31,885.61,0,144.29,871.68,1,174.14,831.88,1.99,131.35,881.63,2.99,135.33,852.78,1.99
04013000726,04,013,000726,96.38,115.01,4.86,0,119.06,96.38,1.62,0,104.48,107.72,0.81,106.91,102.86,0,115.82,87.47,0,90.71,117.44,0.81,98,99.62,0
04013000727,04,013,000727,1031.56,1189.93,64.78,3.02,1164.52,1048.37,68.54,5,1062.82,1173.87,3.04,1091.39,1137.17,5.93,1116.3,1101.35,3.02,1012.9,1176.14,8.02,1039.65,1130.31,1
04013000728,04,013,000728,2404.19,905.92,76.42,9.92,2696.86,648,52.59,7.93,2472.67,876.17,5.95,2506.42,812.66,4.96,2553.04,746.19,5.96,2397.26,900,6.95,2444.92,783.9,4.96
04013000729,04,013,000729,583.01,555.75,51.58,0.97,773.77,375.69,38.93,0.97,647.24,528.5,1.95,692.99,471.08,0.97,697.86,460.37,0.97,631.67,524.61,0.97,653.08,485.68,4.87
04013000730,04,013,000730,2796,2452.44,99.14,7.86,3276.55,1984.55,80.49,6.9,2838.21,2362.19,10.77,2966.7,2208.17,9.81,3053.78,2051.45,5.89,2694.96,2407.34,5.88,2827.29,2142.6,8.82
04013000731,04,013,000731,1024.44,977.56,55.55,4.04,1164.09,833.97,50.45,7.04,1031.67,964.06,1.06,1090.38,905.21,5.05,1154.86,820.34,1.03,1009.88,966.31,3.03,1058.61,862.85,2.05
04013000732,04,013,000732,536.45,528.49,36.82,0,647.92,418.01,31.85,1,559.34,513.56,1,585.22,482.71,3.98,601.14,460.81,0,528.49,516.54,0,571.28,458.82,1
04013000733,04,013,000733,1107,1434,21,0,1363,1148,32,0,1084,1424,1,1279,1221,7,1323,1147,6,1076,1374,2,1178,1191,10
04013000734,04,013,000734,731,1011,55,6,870,873,42,4,771,986,4,780,980,6,820,892,8,733,983,5,756,927,5
04013000735,04,013,000735,1191.94,729.96,50.54,3.1,1317.28,617.25,32.86,5.85,1217,699.65,2.95,1252.09,653.92,3.01,1282.08,610.16,2.98,1139.54,751.64,2.06,1208.86,639.12,4.18
04013000736,04,013,000736,691.61,816.54,29.98,2,826.53,664.63,31.98,1,697.61,812.54,2,764.57,738.58,2,804.55,685.61,2,688.61,788.56,3,735.59,707.6,4
04013000737,04,013,000737,1328.54,1049.82,57.62,2.02,1547.28,818.89,66.67,0.02,1377.69,1019.72,0.02,1409.1,970.57,4.11,1462.04,896.4,2.02,1333.86,1019.21,2.07,1376.87,927.37,2.07
04013000738,04,013,000738,461,2088,40,4,634,1922,24,0,471,2079,2,544,1999,1,627,1871,1,449,2037,1,520,1907,4
04013000739,04,013,000739,1613.7,2443.86,87.28,11.9,1982.66,2071.92,82.32,1.98,1673.21,2381.37,1.98,1770.41,2256.4,5.95,1864.63,2105.64,2.98,1581.96,2405.18,2.98,1663.29,2167.14,4.96
04013000740,04,013,000740,1235.72,466.71,38.07,3.98,1372.65,331.84,34.99,1.99,1266.54,444.91,2.99,1270.68,438.69,4.03,1287.8,403.62,3.98,1213.78,475.69,6.94,1244.67,431.67,2.99
04013000741,04,013,000741,1921.4,924,21.03,3.39,2134.83,706.47,18.74,0,1925.59,898.42,1,1987.63,820.29,6.05,2014.74,772.82,1.05,1877.24,904.8,2.05,1912.77,791.88,0.1
04013000742,04,013,000742,777,845,55,6,929,704,40,5,799,858,3,841,806,6,913,721,2,781,843,2,828,771,3
04013000743,04,013,000743,867.04,1362.88,71.18,3.86,1049.88,1183.22,59.66,6.9,925.1,1333.14,1.1,973.08,1264.68,3.93,1019.69,1183.93,4.86,878.41,1345.33,4.03,928.71,1228.17,2.17
04013000744,04,013,000744,392.54,1330.58,42.32,1,510.78,1196.1,36.3,4.05,405.6,1312.14,2.02,449.46,1266.16,2.01,506.21,1186.06,2.01,386.32,1295.66,3.1,427.04,1227.44,2.04
04013000745,04,013,000745,715.28,799.81,79.75,1.95,939.99,592.59,58.37,0.97,777.51,780.35,1.94,806.67,745.34,5.83,839.78,696.65,1.94,741.53,788.11,4.86,779.49,721.91,3.89
04013000746,04,013,000746,648,983,32,4,776,833,41,0,666,947,0,740,876,2,775,811,0,647,950,0,704,845,3
04013000747,04,013,000747,557,847,34,3,689,715,29,2,590,813,2,635,762,2,657,730,2,556,827,3,596,746,2
04013000748,04,013,000748,2144.69,1133.09,55.72,6.84,2364.65,924.04,45.36,4.87,2135.19,1113.62,2.92,2248.14,999.09,2.12,2232.53,941.26,0.95,2035.72,1165.4,1.05,2135.9,961.36,8.65
04015000201,04,015,000201,123.14,19.87,1.99,0,131.08,15.89,0,0,124.13,17.88,0,121.15,20.86,0,124.13,14.9,0,126.12,16.89,0,120.16,16.89,0
04015000202,04,015,000202,107.5,41.61,5.27,1.01,106.23,39.94,5.2,1,105.67,47.6,0.01,107.78,46.44,0.03,105.8,48.36,0,106.59,46.66,1,106.73,45.53,0
04015000203,04,015,000203,303.64,91.89,6.99,4,327.62,66.92,7.99,2,313.63,86.9,2,323.62,76.91,2,316.63,83.9,1,302.65,92.89,3,322.62,75.91,0
04015000204,04,015,000204,247.21,78.52,19.39,0,285.98,53.32,4.85,0.97,263.69,80.46,0,271.44,69.8,0,270.47,67.86,0,265.62,74.65,0,271.44,67.86,0.97
04015000205,04,015,000205,742.71,43,21.5,0,744.67,40.07,14.66,0,730.99,57.66,3.91,730.99,48.86,0.98,745.65,49.84,0,724.15,56.68,0,739.78,55.7,0
04015000206,04,015,000206,87.69,33.46,2.61,0.08,98.19,22.74,3.95,0.02,87.2,32.92,0.06,90.18,31.6,0.09,91.98,30.66,0.06,88.43,34.23,0.07,91.25,31.15,0.03
04015000207,04,015,000207,942.81,335.01,26.75,2,1069.34,214.71,20.69,0,978.34,310.13,0,992.72,289.2,0,988.83,284.31,0,949.8,322.19,0.04,982.06,289.8,0.11
04015000208,04,015,000208,451.19,163.78,17.08,3,504.4,117.63,9.06,0,460.3,164.75,0.01,481.18,138.86,0.01,471.32,150.75,1.01,464.09,157.94,1,464.24,158.73,0
04015000209,04,015,000209,402.52,191.39,19.73,0.99,455.8,142.06,14.8,0,415.35,190.41,0.99,423.24,178.57,1.97,424.23,172.65,0,409.43,194.35,0,419.29,185.47,0
04015000210,04,015,000210,2648.92,943.15,126.11,12.01,3020.25,624.86,81.08,6,2774.99,922.14,6.01,2821.07,844.04,11,2793.11,868.98,6,2730.92,927.16,7.01,2765.08,878,7.01
04015000211,04,015,000211,7880.23,3750.58,366.1,17,9132.95,2677.05,216.92,5.03,8224.26,3626.84,14,8449.12,3326.85,20.02,8404.14,3340.86,13.99,8050.48,3700.42,15.02,8235.61,3455.36,7.05
04015000212,04,015,000212,5071.91,2107.5,223.67,11.93,5825.43,1475.25,131.22,4.97,5277.68,2053.81,10.94,5393.99,1868.91,17.89,5367.15,1887.8,8.95,5180.26,2055.8,14.91,5319.44,1885.81,10.94
04015000213,04,015,000213,954.27,328.53,32.75,2.1,1071.88,219.52,26.07,3.05,983.15,320,0.06,1002.85,283.99,2.15,1005.03,288.78,0.08,970.52,315.35,3.1,991.05,291.67,0.06
04015000214,04,015,000214,79.24,14.65,3.04,0.01,85.45,11.41,0.06,0.01,81.28,13.63,0,79.38,14.52,0.01,81.35,13.53,0,81.25,13.62,0.01,82.29,13.56,0
04015000215,04,015,000215,1917.01,935.54,126.91,10.82,2223.97,673.84,88.53,9.83,2011.47,918.82,9.83,2058.7,852.9,11.8,2114.74,802.75,7.86,1963.24,937.54,9.83,2063.58,837.17,6.89
04015000216,04,015,000216,2526.64,1052.19,150.9,15.08,2899.82,713.33,117.56,7.04,2653.38,1032.07,13.05,2705.71,948.57,15.08,2729.92,941.39,8.02,2596.89,1043.37,14.04,2717.56,941.57,12.05
04015000217,04,015,000217,3690.18,1455.06,144.81,15.15,4114.5,1088.37,100.27,6.14,3778.54,1440.81,8.14,3878.18,1316.91,5.18,3932.99,1240.21,4.12,3687.88,1465.08,7.14,3901.24,1264.71,7.1
04015000218,04,015,000218,3894.33,1450.1,210.35,18.83,4406.21,1013.71,131.89,9.93,4068.93,1422.36,10.91,4145.32,1305.31,17.84,4194.94,1261.62,4.97,3953.06,1491.6,8.93,4110.72,1303.26,10.91
04015000219,04,015,000219,4742.3,1481.76,126.06,15.01,5321.55,970.54,83.04,5,4879.35,1423.75,4,4963.39,1281.69,12.01,4974.4,1249.67,2,4813.3,1416.76,8,4860.34,1314.69,6
04015000220,04,015,000220,12232.01,4064.02,343.58,28.96,13553.39,2885.46,227.72,11.99,12490.69,3968.14,13.98,12686.45,3676.49,26.97,12745.38,3555.64,8.99,12248.99,4048.04,19.98,12460.73,3677.49,8.99
04015000221,04,015,000221,564.95,269.15,16.42,1,611.76,232.24,11.27,0,581.55,266.52,1.08,576.68,267.21,1.01,587.88,260.34,0.99,558.62,285.3,0,575.83,261.5,0
04015000222,04,015,000222,510.55,200.1,21.26,0.01,583.04,134.36,19.32,0,526.03,202.97,0,536.66,176.89,0,539.55,179.79,0,510.55,204.92,0.97,518.32,193.29,2.89
04015000223,04,015,000223,42.29,23.6,2.95,0,45.24,21.63,1.97,0,44.25,24.59,0,45.24,21.63,0,47.2,20.65,0,46.22,22.62,0,45.24,21.63,0
04015000224,04,015,000224,32.25,135.06,10.39,0,48.31,121.84,6.61,0,31.31,145.45,0,36.97,137.89,0.94,35.08,138.84,0.94,31.3,144.51,0.94,42.63,133.17,0
04017000001,04,017,000001,47.84,128.45,6.82,0.59,69.98,105.13,7.11,0.38,50.77,129.41,0.59,56.46,123.21,0.8,57.05,123.09,0.67,47.34,133.68,0.42,50.64,128.95,0.42
04017000002,04,017,000002,26.28,152.29,8.64,0.25,45.01,132.28,9.46,0.21,26.42,157.92,0.25,32.02,151.65,0.5,32.23,151.36,0.74,26.63,158.55,0.42,27.52,156.25,0.32
04017000003,04,017,000003,1068.57,178.77,36.75,1.27,1128.42,129.83,25.59,1.27,1079.48,184.85,1.78,1098.22,166.35,1.52,1113.93,147.1,1.78,1056.17,214.48,1.52,1089.85,169.39,1.27
04017000004,04,017,000004,105.06,608.84,34.55,0.99,179.96,528.84,37.8,0.85,105.63,631.35,0.99,128,606.29,1.98,128.85,605.16,2.97,106.48,633.9,1.7,110.02,624.7,1.27
04017000005,04,017,000005,347.95,357.12,19.73,0.85,400.95,303.69,17.06,0.75,353.28,357.65,0.53,365.76,343.26,0.75,371.73,333.66,1.71,338.56,371.3,0.85,350.72,347.84,0.85
04017000006,04,017,000006,307.41,58.06,8.29,0.52,324.52,41.99,7.78,0.52,306.38,63.25,0,310.52,56.51,0.52,319.86,47.17,0,296.53,71.02,0.52,298.6,61.17,0
04017000007,04,017,000007,166.41,447.02,23.74,2.04,243.46,365.89,24.76,1.31,176.59,450.38,2.04,196.41,428.81,2.77,198.45,428.38,2.33,164.66,465.22,1.46,176.16,448.77,1.46
04017000008,04,017,000008,64.91,376.19,21.35,0.61,111.19,326.76,23.36,0.52,65.26,390.1,0.61,79.09,374.61,1.22,79.61,373.91,1.84,65.79,391.67,1.05,67.98,385.99,0.79
04017000009,04,017,000009,464.4,276.21,40.99,2.85,537.1,225.96,21.03,0.71,466.53,295.1,1.43,495.4,267.66,1.07,496.47,260.53,0.71,449.43,311.5,2.49,485.42,266.23,0.71
04017000010,04,017,000010,26.18,106.24,4.08,0,42.33,89.41,4.59,0.51,25.16,108.79,0.68,31.28,102.67,0.51,29.41,104.2,0.34,24.31,110.83,0.34,27.03,106.41,0.34
04017000011,04,017,000011,82.24,476.57,27.04,0.78,140.87,413.95,29.59,0.66,82.68,494.19,0.78,100.19,474.58,1.55,100.86,473.69,2.33,83.34,496.19,1.33,86.12,488.98,1
04017000012,04,017,000012,310.52,121.32,12.8,0,346.69,89.6,8.9,0.56,316.09,117.98,0.56,318.31,115.75,1.11,329.44,101.84,0,301.06,134.11,0,311.64,110.19,0.56
04017000013,04,017,000013,426.83,438.08,24.2,1.05,491.84,372.54,20.93,0.92,433.37,438.73,0.65,448.67,421.07,0.92,456,409.3,2.09,415.32,455.48,1.05,430.23,426.7,1.05
04017000014,04,017,000014,338.4,56.57,11.64,0.4,357.34,41.09,8.1,0.4,341.85,58.5,0.56,347.79,52.64,0.48,352.76,46.54,0.56,334.47,67.89,0.48,345.14,53.6,0.4
04017000015,04,017,000015,464.63,77.68,15.98,0.55,490.63,56.41,11.13,0.55,469.36,80.32,0.77,477.52,72.28,0.66,484.35,63.9,0.77,459.23,93.21,0.66,473.88,73.6,0.55
04017000016,04,017,000016,306.76,314.84,17.39,0.75,353.48,267.74,15.04,0.66,311.46,315.31,0.47,322.46,302.62,0.66,327.72,294.16,1.5,298.48,327.34,0.75,309.2,306.66,0.75
04017000017,04,017,000017,36.14,146.68,5.63,0,58.44,123.45,6.34,0.7,34.73,150.2,0.94,43.18,141.75,0.7,40.6,143.87,0.47,33.56,153.02,0.47,37.32,146.92,0.47
04017000018,04,017,000018,96.78,83.09,8.11,1.01,109.14,75.71,6.12,0.01,88.83,96.11,0.01,97.92,89.01,0.01,95.93,87,0.01,89.77,95.18,0.01,96.82,85.1,0.01
04017000019,04,017,000019,53.65,217.74,8.36,0,86.75,183.25,9.41,1.05,51.56,222.96,1.39,64.1,210.42,1.05,60.27,213.56,0.7,49.82,227.15,0.7,55.39,218.09,0.7
04017000020,04,017,000020,38.58,322.11,17.44,0,69.79,286.31,25.68,1.83,45.9,331.29,0,56,313.87,0,52.34,324.86,0.92,44.99,334.96,0,44.08,331.29,0
04017000021,04,017,000021,366.35,376.01,20.77,0.9,422.15,319.76,17.96,0.79,371.97,376.57,0.56,385.1,361.41,0.79,391.39,351.31,1.8,356.47,390.94,0.9,369.27,366.24,0.9
04017000022,04,017,000022,58.68,370.43,20.43,0.93,125.11,304.46,16.27,1.4,57.28,388.52,0.47,78.2,360.2,3.71,82.34,361.14,1.86,60.05,383.92,1.86,62.86,382.47,0.47
04017000023,04,017,000023,58.48,157.02,8.34,0.72,85.54,128.52,8.7,0.46,62.06,158.19,0.72,69.02,150.62,0.97,69.73,150.47,0.82,57.86,163.41,0.51,61.91,157.63,0.51
04017000024,04,017,000024,42.11,244.02,13.85,0.4,72.13,211.96,15.15,0.34,42.33,253.04,0.4,51.3,243,0.79,51.64,242.54,1.19,42.67,254.06,0.68,44.09,250.37,0.51
04017000025,04,017,000025,618.61,103.42,21.27,0.73,653.23,75.11,14.82,0.73,624.91,106.94,1.03,635.77,96.23,0.88,644.86,85.08,1.03,611.42,124.1,0.88,630.93,97.99,0.73
04017000026,04,017,000026,3.55,14.39,0.55,0,5.73,12.11,0.62,0.07,3.41,14.74,0.09,4.24,13.91,0.07,3.98,14.12,0.05,3.29,15.02,0.05,3.66,14.42,0.05
04017000027,04,017,000027,17.9,72.66,2.79,0,28.95,61.15,3.14,0.35,17.2,74.4,0.46,21.39,70.21,0.35,20.11,71.26,0.23,16.62,75.79,0.23,18.48,72.77,0.23
04017000028,04,017,000028,146.13,27.6,3.94,0.25,154.26,19.96,3.7,0.25,145.63,30.06,0,147.61,26.86,0.25,152.04,22.42,0,140.95,33.76,0.25,141.94,29.08,0
04017000029,04,017,000029,78.29,210.21,11.16,0.96,114.52,172.05,11.64,0.62,83.08,211.78,0.96,92.4,201.64,1.3,93.36,201.44,1.1,77.47,218.77,0.68,82.88,211.03,0.68
04017000030,04,017,000030,47.58,127.75,6.78,0.58,69.6,104.56,7.08,0.37,50.49,128.71,0.58,56.15,122.55,0.79,56.74,122.42,0.67,47.08,132.95,0.42,50.37,128.25,0.42
04017000031,04,017,000031,142.09,29.04,3.91,0.24,150.25,21.34,3.66,0.24,141.66,31.39,0,143.63,28.23,0.24,147.91,23.92,0.01,137.08,35.02,0.24,138.11,30.38,0.01
04017000032,04,017,000032,175.58,1017.52,57.74,1.66,300.76,883.82,63.18,1.42,176.53,1055.14,1.66,213.91,1013.26,3.31,215.33,1011.36,4.97,177.95,1059.4,2.84,183.86,1044.02,2.13
04017000033,04,017,000033,62.72,168.4,8.94,0.77,91.74,137.83,9.33,0.49,66.56,169.66,0.77,74.02,161.54,1.04,74.79,161.37,0.88,62.06,175.26,0.55,66.39,169.06,0.55
