GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SSCRJAC,G18SSCRANG,G18SSCDEAR,G18SACRHEA,G18SACDARR,G18SACRGRI,G18SACRRAY,G18SACDHAM,G18SACRKIT,G18SACDCOL,G18SACLMON
37067000405,37,067,000405,24.06,12.18,706.78,26.79,715.92,14.65,12.68,712.3,14.36,687.08,30.27
37067000501,37,067,000501,41,32,1035,75,1034,41,40,1024,65,1009,27
37067000502,37,067,000502,16,17,597,31,588,18,17,589,26,585,13
37067000503,37,067,000503,64.69,40.19,593,89.2,598.88,53.91,53.91,579.28,76.45,573.4,38.23
37067000504,37,067,000504,54.76,29.62,430.21,79.35,435.22,57.95,26.42,431.15,68.3,422.94,21.28
37067000505,37,067,000505,88.24,71.38,603.79,156.65,604.78,110.05,48.58,596.85,150.7,573.06,32.72
37067000506,37,067,000506,152.86,119.89,502.52,268.75,506.52,167.84,113.89,484.54,241.77,476.55,58.94
37067000507,37,067,000507,485.02,347,1551.22,814.8,1562.68,521.5,317.22,1512.95,735.37,1487.12,148.3
37067000601,37,067,000601,130,94,803,205,815,120,100,782,167,769,78
37067000602,37,067,000602,470,338,1505,786,1526,497,330,1470,707,1451,146
37067000603,37,067,000603,130.79,89.27,932.45,204.83,937.85,140.88,77.92,918,181.9,890.66,67.16
37067000604,37,067,000604,102.76,82.08,724.7,165.77,730.91,118.95,75.4,708.12,146.64,688.25,61.79
37067000605,37,067,000605,296.41,210.66,1078.46,491.22,1080.32,318.78,177.1,1074.73,430.64,1047.7,95.08
37067000606,37,067,000606,149.58,110.26,512.97,244.5,525.43,158.2,94.92,515.84,231.07,489.95,47.94
37067000607,37,067,000607,293,205,865,477,883,298,208,829,437,839,73
37067000701,37,067,000701,282,132,461,392,477,264,144,437,349,446,67
37067000702,37,067,000702,193,121,786,309,789,193,127,764,259,756,79
37067000703,37,067,000703,151,97,531,226,540,136,116,511,194,496,79
37067000704,37,067,000704,186,117,822,286,835,170,134,800,241,771,102
37067000705,37,067,000705,232,141,840,356,845,211,158,825,328,780,89
37067000706,37,067,000706,125.71,89.91,330.18,195.72,342.91,136.85,76.38,323.02,179.02,322.23,38.19
37067000707,37,067,000707,240.29,140.09,560.82,361.28,574.09,225.15,134.62,557.98,334.98,542.77,52.81
37067000708,37,067,000708,552.37,377.21,1386.41,903.7,1411.29,595.17,336.4,1354.56,850.95,1321.71,135.36
37067000709,37,067,000709,450.63,238.79,1103.59,660.3,1128.71,435.83,254.6,1075.44,625.05,1056.29,100.64
37067000801,37,067,000801,224,120,531,334,535,224,133,506,305,501,53
37067000802,37,067,000802,380,178,535,524,555,356,184,507,500,514,55
37067000803,37,067,000803,473,243,484,653,543,475,221,469,631,476,75
37067000804,37,067,000804,298,142,458,415,486,279,166,443,384,446,66
37067000805,37,067,000805,523,281,871,749,918,493,305,846,710,850,99
37067000806,37,067,000806,411,236,546,614,567,409,211,530,584,518,78
37067000807,37,067,000807,371,220,619,588,620,376,216,588,554,587,66
37067000808,37,067,000808,325,213,1156,526,1165,317,210,1147,466,1103,118
37067000809,37,067,000809,590,319,897,878,935,594,330,851,800,897,93
37067000901,37,067,000901,281,150,820,409,841,276,169,787,363,793,93
37067000902,37,067,000902,90,65,842,141,853,96,66,826,117,798,77
37067000903,37,067,000903,275,152,1002,411,1005,277,162,957,373,959,78
37067000904,37,067,000904,163,69,887,218,895,142,93,868,200,867,49
37067000905,37,067,000905,179,125,783,300,779,189,114,777,265,759,62
37067000906,37,067,000906,490,264,1208,754,1191,464,311,1152,671,1135,131
37067000907,37,067,000907,263,143,717,388,736,236,158,704,350,696,70
37067000908,37,067,000908,649.25,315.79,892.72,916.01,941.76,561.3,376.73,883.66,836.86,863.65,144.24
37067000909,37,067,000909,205,142,474,335,480,211,130,467,303,445,63
37069000001,37,069,000001,235.7,112.95,724.53,325.53,756.87,226.35,108.64,733.28,310.53,748.35,29.19
37069000002,37,069,000002,203.3,116.05,467.47,308.47,487.13,217.65,106.36,463.72,303.47,470.65,14.81
37069000003,37,069,000003,628.01,317.55,917.07,941.53,942.97,642.05,326.32,907.22,894.92,919.15,59.52
37069000005,37,069,000005,501,290,464,785,476,556,263,438,754,454,49
37069000006,37,069,000006,273,154,586,430,592,294,142,574,396,586,38
37069000007,37,069,000007,471,227,262,713,266,528,192,251,676,256,39
37069000008,37,069,000008,650.02,284.01,698.04,907.03,740.04,653.03,311.01,682.04,864.03,708.04,72
37069000009,37,069,000009,353,203,347,555,372,397,183,335,536,362,23
37069000010,37,069,000010,215.4,157.25,221.84,381.49,224.07,283.95,116.85,206.61,366.34,214.45,24.93
37069000011,37,069,000011,251,125,540,364,577,258,128,550,362,550,24
37069000012,37,069,000012,270,161,342,423,358,309,125,339,402,352,28
37069000013,37,069,000013,513,248,384,769,387,576,214,354,741,378,40
37069000014,37,069,000014,1089,443,900,1523,928,1063,502,869,1461,872,111
37069000015,37,069,000015,329.99,185.45,1068.93,495.47,1108.03,374.95,149.68,1080.78,477.08,1093.85,30.48
37069000016,37,069,000016,296,173,705,460,728,319,156,702,430,710,40
37069000017,37,069,000017,871,402,709,1278,730,928,370,694,1218,698,93
37069000018,37,069,000018,740.02,302.98,645.39,1020.12,679.13,714.14,348.75,625.04,967.34,633.43,89.58
37069000019,37,069,000019,1250,563,1267,1797,1309,1340,492,1249,1726,1242,132
37071000001,37,071,000001,228,83,385,290,395,217,87,383,284,374,36
37071000002,37,071,000002,276,125,600,383,608,291,103,599,367,586,42
37071000003,37,071,000003,205,75,524,269,533,206,72,520,255,529,25
37071000004,37,071,000004,932,359,903,1280,909,984,302,893,1253,885,59
37071000005,37,071,000005,204.94,104.46,555.07,306.56,554.95,216.8,92.68,549.12,287.87,551.09,24.61
37071000006,37,071,000006,93.96,49.45,550.89,152.31,540.01,102.86,48.46,544.96,146.38,545.94,8.9
37071000007,37,071,000007,29,6,472,30,466,22,9,471,28,466,12
37071000008,37,071,000008,167.13,74.61,522.29,237.77,528.26,171.11,74.61,519.31,230.8,514.33,19.9
37071000009,37,071,000009,342,112,427,441,439,334,129,411,423,413,38
37071000010,37,071,000010,533.55,174.02,709.33,695.41,721.46,521.29,193.23,693.23,669.11,690.23,62.54
37071000011,37,071,000011,204.87,59.39,407.71,261.23,411.74,194.89,74.39,404.69,255.2,405.67,17.1
37071000012,37,071,000012,603.29,257.7,439.48,849,441.48,631.25,232.73,421.5,819.03,421.5,53.94
37071000013,37,071,000013,531.11,243.55,468.51,763.9,482.21,572.19,198.56,462.65,747.28,453.84,51.84
37071000014,37,071,000014,298,112,292,405,296,283,131,277,386,277,42
37071000015,37,071,000015,1588.67,518.11,1381.13,2061.84,1421.09,1562.5,542.54,1345.31,1994.93,1366.66,132.21
37071000016,37,071,000016,1307.96,414.36,879.43,1687.33,913.43,1258.02,457.32,865.4,1637.29,867.4,101.07
37071000017,37,071,000017,968.07,298.21,935.07,1241.45,953.94,928.36,329.99,919.17,1197.71,919.17,79.5
37071000018,37,071,000018,1111.98,402.69,1346.48,1481.03,1381.08,1069.69,454.59,1316.69,1411.83,1329.18,116.29
37071000019,37,071,000019,1011.37,375.77,647.6,1375.15,653.6,1035.36,354.78,641.6,1327.18,642.6,68.96
37071000020,37,071,000020,860.62,292.83,346.43,1145.51,350.4,912.24,239.23,330.55,1132.61,332.54,39.71
37071000021,37,071,000021,436.17,170.48,403.68,601.55,400.7,455.65,143.99,398.49,597.12,390.54,25.68
37071000022,37,071,000022,1088.87,349.46,620.2,1425.1,629.44,1136.13,297.89,610.99,1397.74,600.14,66.67
37071000023,37,071,000023,903.1,327.33,794.56,1201.41,824.57,907.07,327.38,769.52,1167.37,772.55,83.08
37071000024,37,071,000024,565,222,547,763,562,553,230,537,712,538,76
37071000025,37,071,000025,584.92,240.28,414.1,820.25,416.64,603.26,233.68,391.01,782.77,395.94,59.66
37071000026,37,071,000026,579.08,238.72,484.9,804.75,492.36,583.74,244.32,455.99,784.23,455.06,64.34
37071000027,37,071,000027,1302,415,870,1679,891,1220,466,855,1594,861,123
37071000028,37,071,000028,913.59,333.1,657.44,1222.35,688.6,888.27,361.35,634.06,1168.78,625.3,119.8
37071000029,37,071,000029,1319.27,396.17,672.94,1692.94,688.67,1280.86,455.51,631.6,1637.89,658.18,91.58
37071000030,37,071,000030,452.57,225.77,340.08,669.67,348.83,497.93,189.45,324.56,655.38,334.52,27.69
37071000031,37,071,000031,929.07,349.04,419.63,1282.97,411.73,987.78,306.45,389.41,1248.68,391.58,65.48
37071000032,37,071,000032,605.39,225.18,390.31,830.55,387.31,582.43,257.14,371.3,793.54,377.29,46.04
37071000033,37,071,000033,563,231,191,795,186,633,172,173,782,176,31
37071000034,37,071,000034,582.92,234.94,186.77,804.09,198.57,613.39,198.57,185.79,789.35,179.89,36.37
37071000035,37,071,000035,441,153,178,580,190,460,132,174,574,184,16
37071000036,37,071,000036,822,302,333,1127,333,866,263,312,1107,313,42
37071000037,37,071,000037,411,120,226,529,225,408,126,221,513,226,17
37071000038,37,071,000038,900,304,234,1210,234,937,275,210,1181,226,38
37071000039,37,071,000039,1102.79,390.82,253.91,1475.47,266.97,1164.79,313.82,250.75,1433.35,234.77,78.37
37071000040,37,071,000040,1095,384,729,1474,737,1147,350,697,1425,714,67
37071000041,37,071,000041,854.21,271.18,412.09,1104.53,422.03,858.21,267.18,391.25,1085.65,392.23,54.63
37071000042,37,071,000042,715.63,304.68,432.55,1015.42,435.29,710.03,315.06,413.22,946.48,398.61,107.55
37071000043,37,071,000043,915.88,439.32,704.84,1340.99,717.16,974.58,376.85,681.11,1288.71,653.61,114.89
37071000044,37,071,000044,1357,482,715,1815,736,1380,450,691,1788,710,70
37071000045,37,071,000045,655.25,240.86,832.24,863.99,849.33,639.25,264.91,811.17,825.83,823.03,88.46
37071000046,37,071,000046,1265,488,659,1738,664,1284,455,638,1690,634,86
37073000001,37,073,000001,185.66,123.77,455.17,297.46,476.13,198.64,113.79,458.16,293.46,460.16,18.97
37073000002,37,073,000002,195.31,155.66,157.74,333.57,180.95,247.51,107.33,153.88,335.5,157.75,16.44
37073000003,37,073,000003,248.08,205.04,534.98,444.62,547.67,299.22,153.09,533.85,415.89,548.85,25.68
37073000005,37,073,000005,185.03,142.02,196.02,326.05,199.02,237.04,95.01,189.02,303.05,200.02,21
3707300004N,37,073,00004N,259,181,274,442,282,298,158,265,426,271,26
3707300004S,37,073,00004S,128,101,294,225,306,155,76,296,209,299,16
3707500EAST,37,075,00EAST,573.79,425.85,348.87,940.66,403.85,637.77,309.89,345.88,907.67,359.87,51.98
3707500STEC,37,075,00STEC,251.61,225.7,169.36,473.34,184.21,309.02,161.35,159.49,461.41,158.51,28.72
3707500TAPO,37,075,00TAPO,166.29,126.46,70.48,287.19,82.23,211.53,73.83,72.49,269.62,74.07,15.43
3707500WEST,37,075,00WEST,392.82,298.54,254.89,640.73,315.13,467.89,181.57,262.75,604.06,274.97,50.63
3707700ANTI,37,077,00ANTI,71.2,39.01,241.39,109.72,242.36,79.98,34.62,235.05,104.85,240.41,7.31
3707700BERE,37,077,00BERE,332,165,413,477,423,360,143,407,466,413,29
3707700BTNR,37,077,00BTNR,402.59,197.22,848.03,585.75,858.04,452.83,171.96,823.93,566.62,834.86,52.31
3707700CORI,37,077,00CORI,379.28,222.82,516.22,593.57,525.71,425.74,195.33,501.04,571.75,515.27,37.93
3707700CRDL,37,077,00CRDL,196.43,132.36,739.06,312.45,745.1,221.47,136.42,705.61,305.65,723.13,31.81
3707700CRDM,37,077,00CRDM,818.76,405.19,1407.93,1186.78,1414.96,886.38,344.51,1378.68,1123.45,1399.5,100.81
3707700EAOX,37,077,00EAOX,337.28,186.66,932.37,503.5,943.56,365.57,164.46,920.29,479.67,938.43,35.38
3707700MTEN,37,077,00MTEN,967,413,1073,1351,1084,981,429,1037,1308,1042,104
3707700OKHL,37,077,00OKHL,191,130,324,321,326,235,98,315,306,326,17
3707700SALM,37,077,00SALM,304.52,177.33,488.24,465.78,502.08,351.45,144.92,471.66,457.48,497.15,16.3
3707700SASS,37,077,00SASS,362,180,428,522,445,405,141,419,510,430,27
3707700SOOX,37,077,00SOOX,135.72,72.18,609.78,200.43,619.29,148.26,66.67,593.96,181.25,614.73,18.07
3707700TYHO,37,077,00TYHO,806.2,448,691.45,1230.25,705.42,915.95,364.19,667.51,1176.37,699.44,71.84
3707700WILT,37,077,00WILT,1448,640,1087,2046,1114,1481,634,1046,1950,1083,144
3707700WOEL,37,077,00WOEL,142.57,96.64,490.94,231.55,491.9,165.53,76.58,480.39,214.35,491.87,18.19
37079000SH1,37,079,000SH1,338,122,469,442,482,325,118,468,423,468,32
3707900ARBA,37,079,00ARBA,163.66,98.84,272.1,255.51,278.11,182.25,83.23,266.05,239.4,279.99,13.17
3707900BEAR,37,079,00BEAR,198,132,209,312,223,237,79,213,295,212,16
3707900BULL,37,079,00BULL,122,101,219,226,216,158,67,208,207,220,10
3707900CAST,37,079,00CAST,205,126,143,337,146,243,83,139,320,142,20
3707900HOOK,37,079,00HOOK,151.97,98.96,182.2,249.79,181.45,182.18,63.57,177.14,235.61,179.17,15.29
3707900MAUR,37,079,00MAUR,373.03,147.04,389.8,509.21,408.55,388.82,117.43,385.86,495.39,387.83,21.71
3707900SHIN,37,079,00SHIN,338,168.01,321.02,509.01,318.02,379.01,128,310.02,496.01,307.03,13
3707900SUGG,37,079,00SUGG,192,110,232,299,236,231,72,223,287,228,16
3707900WALS,37,079,00WALS,203,106,274,307,278,233,68,268,286,267,22
370810000GR,37,081,0000GR,775.82,345.92,278.94,1102.74,287.93,784.82,345.92,248.94,1073.75,245.94,66.98
37081000CG1,37,081,000CG1,410.6,183.82,919.11,567.45,937.1,404.61,214.79,878.15,518.5,878.15,105.9
37081000CG2,37,081,000CG2,526.97,215.73,716.09,693.87,755.92,500.09,233.65,709.1,654.96,693.18,102.68
37081000FR1,37,081,000FR1,486.98,253.23,1465.81,707.09,1481.39,518.15,240.57,1428.8,672.03,1418.08,97.4
37081000FR2,37,081,000FR2,462,277,710,711,729,476,274,692,682,696,71
37081000FR3,37,081,000FR3,303,178,503,465,509,325,163,483,444,490,39
37081000FR4,37,081,000FR4,403,178.74,475.67,563.05,482.06,416.72,179.36,442.29,550.61,441.4,57.27
37081000G01,37,081,000G01,38,12,511,46,508,29,25,501,38,484,34
37081000G02,37,081,000G02,106,58,411,158,411,114,56,398,142,399,22
37081000G03,37,081,000G03,35.79,26.42,911.09,58.83,910.42,36.37,30.71,901,46.71,891.67,27.79
37081000G04,37,081,000G04,28,19,724,41,726,28,25,714,31,705,31
37081000G05,37,081,000G05,18.21,9.58,692.91,19.17,700.58,8.63,16.29,691,16.29,683.33,18.21
37081000G06,37,081,000G06,24.2,13.67,831.18,35.73,831.2,27.16,12.99,826.88,32.51,812.94,22.57
37081000G07,37,081,000G07,160,91,670,244,670,170,93,654,220,647,48
37081000G08,37,081,000G08,139,108,859,240,855,166,99,833,218,829,52
37081000G09,37,081,000G09,134,78,1233,203,1231,150,66,1222,178,1192,68
37081000G10,37,081,000G10,138.38,107.71,1170.41,229.82,1177.54,166.45,90.67,1150.19,215.55,1146.81,47.05
37081000G11,37,081,000G11,154,74,764,210,779,142,88,753,193,730,63
37081000G12,37,081,000G12,87,48,584,125,594,89,45,579,116,558,39
37081000G13,37,081,000G13,196,74,707,252,711,174,101,691,231,684,54
37081000G14,37,081,000G14,190,73,649,235,666,183,71,637,215,638,45
37081000G15,37,081,000G15,185,74,688,246,691,174,79,682,227,653,59
37081000G16,37,081,000G16,348,128,642,433,667,329,150,613,437,625,38
37081000G17,37,081,000G17,349,171,665,484,692,334,195,639,466,642,67
37081000G18,37,081,000G18,367,147,450,490,463,372,145,431,475,445,27
37081000G19,37,081,000G19,362,145,492,475,513,367,142,466,456,496,32
37081000G20,37,081,000G20,541.71,241.44,835.18,739.78,856.34,580.42,218.91,788.78,727.67,814.92,61.54
37081000G21,37,081,000G21,697.29,213.56,1062.82,855.22,1085.66,653.58,282.09,1003.22,838.33,1023.08,79.46
37081000G22,37,081,000G22,512,185,552,658,578,518,185,526,650,554,34
37081000G23,37,081,000G23,216,121,552,314,569,221,106,551,295,524,62
37081000G24,37,081,000G24,159,64,506,206,519,158,68,505,197,482,46
37081000G25,37,081,000G25,304,146,645,433,653,317,153,610,417,615,60
37081000G26,37,081,000G26,229.18,171.08,1440.67,386.77,1447.02,258.95,167.43,1400.29,338.28,1384.11,112.38
37081000G27,37,081,000G27,614,269,1080,860,1088,626,281,1039,791,1032,125
37081000G28,37,081,000G28,178,99,458,268,463,185,108,439,248,431,52
37081000G29,37,081,000G29,177.4,106.18,584.89,263.55,595.9,198.39,97.21,564.85,247.5,540.85,74.1
37081000G30,37,081,000G30,457,198,546,626,565,444,216,524,602,534,56
37081000G31,37,081,000G31,272,128,581,389,590,286,136,550,364,554,57
37081000G32,37,081,000G32,619,222,947,805,973,599,253,918,792,918,66
37081000G33,37,081,000G33,426,151,649,535,682,387,188,634,525,634,51
37081000G34,37,081,000G34,458,181,731,610,740,429,217,695,595,704,55
37081000G35,37,081,000G35,251.57,104.9,523.54,338.99,532.28,237.97,133.07,493.42,327.33,516.74,28.17
37081000G36,37,081,000G36,324.43,128.1,791.46,419.01,812.72,311.03,154.93,765.58,406.67,764.26,59.83
37081000G37,37,081,000G37,219,111,979,307,991,227,121,952,300,960,44
37081000G38,37,081,000G38,369,193,964,537,977,380,200,937,529,930,58
37081000G39,37,081,000G39,231,96,572,324,566,232,107,549,301,543,45
37081000G43,37,081,000G43,269,118,935,372,940,262,133,918,345,917,58
37081000G44,37,081,000G44,111,65,956,155,969,109,72,942,126,916,84
37081000G45,37,081,000G45,59,56,1200,110,1200,71,63,1173,82,1146,84
37081000G46,37,081,000G46,25.38,18.87,1041.08,43.11,1032.03,31.46,17.92,1026.85,24.92,1016.44,37.86
37081000G47,37,081,000G47,115.62,73.13,1097.92,176.89,1093.97,122.54,77.08,1079.15,161.08,1044.56,72.14
37081000G48,37,081,000G48,201,122,1240,302,1253,224,127,1206,285,1183,83
37081000G49,37,081,000G49,56,34,471,87,471,68,32,460,74,461,24
37081000G50,37,081,000G50,130,90,992,210,983,154,71,978,190,944,66
37081000G51,37,081,000G51,183,105,589,263,606,196,93,572,251,569,46
37081000G52,37,081,000G52,56.99,38.32,825.36,85.48,828.3,55.02,46.18,816.51,72.71,815.53,24.56
37081000G53,37,081,000G53,69.06,43.99,1440.22,99.83,1449.26,71.16,38.79,1436.16,88.6,1426.87,36.63
37081000G54,37,081,000G54,63.4,34.27,1052.8,89.6,1050.82,65.39,44.32,1031.74,87.51,1023.73,29.17
37081000G55,37,081,000G55,124.46,60.46,1140.72,180.67,1133.75,134.53,65.68,1119.31,164.5,1115.44,38.56
37081000G56,37,081,000G56,120,74,717,180,724,128,62,711,170,708,29
37081000G57,37,081,000G57,107.39,59.77,826.58,175.08,812.59,120.41,64.84,809.46,161.02,800.5,22.17
37081000G58,37,081,000G58,96,61,663,140,666,100,58,647,134,642,31
37081000G59,37,081,000G59,90,64,600,156,590,106,59,584,144,584,22
37081000G60,37,081,000G60,133.97,75.18,575.42,196.62,578.31,131.08,85.78,561.92,178.31,558.07,41.45
37081000G61,37,081,000G61,119,77.4,764.29,189.62,763.32,140.28,55.15,760.42,178.98,738.17,39.67
37081000G62,37,081,000G62,191,88,540,265,555,190,108,519,243,524,50
37081000G63,37,081,000G63,235,127,714,329,737,223,133,706,318,701,44
37081000G64,37,081,000G64,182.97,98.98,1037.83,270.96,1027.83,188.97,110.98,1013.84,256.96,981.84,67.99
37081000G65,37,081,000G65,265,158,887,409,890,279,163,856,384,861,59
37081000G66,37,081,000G66,396.02,172.77,896.19,548.91,911.61,425.85,179.43,854.2,523.97,866.92,73.6
37081000G67,37,081,000G67,9,6,476,13,474,3,9,475,3,464,18
37081000G68,37,081,000G68,5,7,721,9,718,5,14,707,3,674,47
37081000G69,37,081,000G69,55,30,1052,89,1036,47,49,1032,64,1018,45
37081000G70,37,081,000G70,21.82,10.91,978.95,29.76,968.04,12.89,16.86,967.05,17.85,948.2,33.72
37081000G71,37,081,000G71,17.18,14.09,957.05,25.24,956.96,13.11,17.14,946.95,17.15,935.8,26.28
37081000G72,37,081,000G72,33.42,23.59,1018.36,50.13,1021.3,24.57,33.42,1014.42,43.25,987.88,40.3
37081000G73,37,081,000G73,9.66,6.76,768.61,12.55,764.74,10.62,9.66,756.05,10.62,732.88,34.76
37081000G74,37,081,000G74,20.19,23.13,1135.26,28.25,1134.19,24.21,17.19,1118.01,14.21,1120.55,26.69
37081000G75,37,081,000G75,41.76,28.52,950.97,62.11,947.94,45.76,31.65,929.68,50.95,933.3,22.81
37081000GIB,37,081,000GIB,478.67,266.87,635.51,739.5,636.55,543.57,224,606.45,707.37,596.43,79.23
37081000H01,37,081,000H01,111.15,91.14,505.44,192.14,514.46,130.02,77.4,495.18,181.82,494.3,31.5
37081000H02,37,081,000H02,291.83,150.84,386.48,431.83,388.45,282.96,168.59,368.73,409.15,376.62,35.49
37081000H03,37,081,000H03,76.2,35.63,460.18,113.81,447.31,80.16,46.51,440.38,102.92,435.44,23.75
37081000H04,37,081,000H04,233.39,154.1,641.49,374.53,644.39,245.42,141.18,629.43,338.97,637.18,37.89
37081000H05,37,081,000H05,94.69,59.18,754.56,136.12,762.45,90.74,57.21,750.62,123.29,748.64,26.63
37081000H06,37,081,000H06,349,230,1022,558,1027,401,173,1011,526,979,82
37081000H07,37,081,000H07,36,24,502,52,495,39,24,490,48,499,10
37081000H08,37,081,000H08,26,9,367,33,367,16,11,376,27,370,9
37081000H09,37,081,000H09,18.54,5.85,537.53,20.49,536.55,15.61,9.76,537.53,15.61,522.89,19.51
37081000H10,37,081,000H10,83.46,42.15,977.47,109.51,981.45,81.39,43.24,967.47,101.39,967.11,24.49
37081000H11,37,081,000H11,61,46,762,92,768,67,34,762,80,749,34
37081000H12,37,081,000H12,107,87,447,188,451,126,71,442,175,434,30
37081000H13,37,081,000H13,381,199,490,545,517,385,194,482,538,486,43
37081000H14,37,081,000H14,429,192,362,592,375,411,220,337,573,351,43
37081000H15,37,081,000H15,292,165,546,446,552,277,185,528,420,534,40
37081000H16,37,081,000H16,248,144,334,385,331,278,117,320,362,320,37
37081000H17,37,081,000H17,101,67,395,166,390,112,59,388,156,378,26
37081000H18,37,081,000H18,106,96,798,209,787,126,90,775,178,780,37
37081000H21,37,081,000H21,274.48,145.73,325.44,405.02,332.6,278.95,143.95,316.5,390.71,324.55,25.93
37081000H22,37,081,000H22,178,110,385,289,375,212,98,361,288,358,19
37081000H23,37,081,000H23,319.8,197.35,345.92,504.19,348.55,356.36,163.91,331.7,487.52,333.48,32.11
37081000H24,37,081,000H24,453.88,269.64,637.91,705.75,647.27,487.38,245.41,616.47,665.71,616.64,66.97
37081000H25,37,081,000H25,841,446,966,1261,966,871,415,935,1219,924,89
37081000H26,37,081,000H26,408.9,228.38,643.27,611.35,653.24,431.84,231.38,605.37,591.41,625.32,55.85
37081000H28,37,081,000H28,455.55,275.93,1136.23,711.32,1143.37,490.07,271.17,1093.13,668.12,1098.47,93.96
37081000OR1,37,081,000OR1,1029.45,436.4,723.89,1432.47,743.17,1052.11,436.86,680.63,1360.69,702.5,110.48
